business_id,name,address,city,state,postal_code,overall_business_stars,overall_review_count,business_open,categories,hours,isromantic,isintimate,istouristy,ishipster,isdivey,isclassy,istrendy,isupscale,iscasual,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,alcohol,outdoorseating,restaurantstableservice,bikeparking,happyhour,byob,businessacceptscreditcards,restaurantscounterservice,hastv,restaurantspricerange2,restaurantsreservations,restaurantsdelivery,wifi,restaurantstakeout,n_photo,attribute_count,average_stars_2018,average_stars_2019,review_count_2018,review_count_2019,check_in_count_2018,check_in_count_2019,Total.population_2018,Total.population_2019,children_2018,children_2019,youth_2018,youth_2019,adults_2018,adults_2019,elders_2018,elders_2019,geometry,children,youth,adults,elders,business_lat,business_long,scaled_capped_business_proximity,landmarks_nearby
BRl-KarobZBNuCvhz5RWKg,Ginza,1100 S Front St,Philadelphia,PA,19147,4.5,137,1,"Sushi Bars, Ramen, Restaurants, Japanese","{""Friday"": ""11:0-21:30"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""11:0-21:30"", ""Tuesday"": ""11:0-21:30"", ""Saturday"": ""11:0-21:30"", ""Thursday"": ""11:0-21:30"", ""Wednesday"": ""11:0-21:30""}",False,False,False,False,False,True,False,False,False,False,True,False,False,False,none',False,True,False,False,NULL,True,NULL,False,2,True,True,free',True,18,10,4.5349,4.5577,43,52,15,52,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,"c(-75.14619, 39.93245)",30187,17884,131221,28866,39.93245,-75.14619,0.28426695467819,18
BryQISFnkCdcJET-tpAx3w,Isot Mediterranean Cuisine,622 S 6th St,Philadelphia,PA,19147,4.5,448,1,"Restaurants, Middle Eastern, Breakfast & Brunch, Turkish, Mediterranean, Halal","{""Friday"": ""12:0-23:0"", ""Monday"": ""16:0-22:30"", ""Sunday"": ""12:0-22:30"", ""Tuesday"": ""16:0-22:30"", ""Saturday"": ""12:0-23:0"", ""Thursday"": ""16:0-22:30""}",False,False,False,False,False,True,False,False,True,False,True,False,False,False,none',False,True,True,False,True,False,NULL,False,2,True,False,'free',True,49,14,4.3733,4.5354,75,99,52,73,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,"c(-75.1524895976, 39.9414231194)",30187,17884,131221,28866,39.9414231194,-75.1524895976,0.6433403823518588,31
bSIrwzXUgh_7CmcLlzENCA,Wawa,6935 Castor Ave,Philadelphia,PA,19149,3,6,1,"Restaurants, Sandwiches, Food, Delis, Coffee & Tea","{""Friday"": ""0:0-0:0"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""0:0-0:0"", ""Tuesday"": ""0:0-0:0"", ""Saturday"": ""0:0-0:0"", ""Thursday"": ""0:0-0:0"", ""Wednesday"": ""0:0-0:0""}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,'none',False,NULL,True,NULL,NULL,True,NULL,True,1,False,None,NULL,None,1,5,2,0,1,0,1,3,59633,58055,13491,13291,8011,6979,32065,31665,6066,6120,"c(-75.0702176, 40.046348)",67652,39284,161429,35335,40.046348,-75.0702176,-0.3430182635353912,4
BsR5RIMJB5P9f0-SDMZHYg,Burger Tank,1225-1299 W Norris St,Philadelphia,PA,19122,4.5,33,0,"Burgers, Restaurants, Food, Food Trucks","{""Friday"": ""10:0-21:0"", ""Monday"": ""10:0-21:0"", ""Tuesday"": ""10:0-21:0"", ""Saturday"": ""11:0-19:0"", ""Thursday"": ""10:0-21:0"", ""Wednesday"": ""10:0-21:0""}",False,False,False,False,False,False,False,False,False,True,False,False,False,False,none',True,False,True,NULL,NULL,True,NULL,True,1,False,False,no',True,0,9,4,4.5,4,4,2,1,22187,21666,3542,3146,6994,6738,9616,9901,2035,1881,"c(-75.1539435, 39.9828233)",29485,29726,101618,19471,39.9828233,-75.1539435,0.2683353611211726,17
bSWL0YxfawjS03_g2kgujA,Allegro Pizza,3942 Spruce St,Philadelphia,PA,19104,3,221,1,"Sandwiches, Restaurants, Pizza, American (Traditional), Italian","{""Friday"": ""11:0-3:0"", ""Monday"": ""11:0-0:0"", ""Sunday"": ""11:0-0:0"", ""Tuesday"": ""11:0-0:0"", ""Saturday"": ""11:0-3:0"", ""Thursday"": ""11:0-0:0"", ""Wednesday"": ""11:0-0:0""}",False,False,False,False,False,False,False,False,True,False,True,False,False,False,'beer_and_wine',True,NULL,True,NULL,NULL,True,NULL,True,1,False,True,no',True,0,14,2.0667,2.4286,15,14,9,14,54311,53560,6698,6454,23800,23654,20000,19313,3813,4139,"c(-75.2029159, 39.9514453)",53009,61505,173694,42427,39.9514453,-75.2029159,0.3267963610529058,17
btO6x9iGY4KiP4DpOf0TPg,Dairy Queen,609 Chestnut St,Philadelphia,PA,19106,3,41,1,"Ice Cream & Frozen Yogurt, Food, Burgers, Fast Food, Restaurants","{""Friday"": ""11:0-17:30"", ""Monday"": ""11:0-17:30"", ""Sunday"": ""11:0-17:30"", ""Tuesday"": ""11:0-17:30"", ""Saturday"": ""11:0-17:30"", ""Thursday"": ""11:0-17:30"", ""Wednesday"": ""11:0-17:30""}",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,True,False,False,False,NULL,True,NULL,True,NULL,NULL,True,NULL,False,1,False,True,no',True,0,9,1,4,1,1,12,3,12375,12592,763,776,761,657,8671,8853,2180,2306,"c(-75.1512667537, 39.949507)",8741,6883,55346,9842,39.949507,-75.1512667537,1.0711529067567325,29
bTve2mwLk5Zc01vRKqc2KQ,Red Hook Coffee & Tea,765 S 4th St,Philadelphia,PA,19147,4.5,183,1,"Restaurants, Breakfast & Brunch, Vegan, Bagels, Food, Coffee & Tea","{""Friday"": ""7:0-18:0"", ""Monday"": ""7:0-18:0"", ""Sunday"": ""7:0-18:0"", ""Tuesday"": ""7:0-18:0"", ""Saturday"": ""7:0-18:0"", ""Thursday"": ""7:0-18:0"", ""Wednesday"": ""7:0-18:0""}",False,False,False,False,False,False,False,False,True,False,True,False,False,False,'none',True,NULL,True,NULL,NULL,False,NULL,True,1,False,False,'free',True,2,10,4.6667,4.8333,9,12,24,14,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,"c(-75.1496356, 39.9385518)",30187,17884,131221,28866,39.9385518,-75.1496356,0.8286449375740844,28
BUEx8JCXx5v81EEVAIUC-Q,Parkway Corner Deli,2201 Pennsylvania Ave,Philadelphia,PA,19130,4,82,1,"Bars, American (Traditional), Beer Bar, Restaurants, Sandwiches, Beer, Wine & Spirits, Nightlife, Breakfast & Brunch, Delis, Food, Grocery","{""Friday"": ""7:0-22:0"", ""Monday"": ""7:0-22:0"", ""Sunday"": ""8:0-21:0"", ""Tuesday"": ""7:0-22:0"", ""Saturday"": ""7:0-22:0"", ""Thursday"": ""7:0-22:0"", ""Wednesday"": ""7:0-22:0""}",False,False,False,False,NULL,False,False,False,True,False,True,False,False,False,'beer_and_wine',True,False,True,False,NULL,True,NULL,True,1,False,True,'free',True,2,12,4.7857,3.5,14,8,25,22,27410,27093,2684,2323,2292,2113,19125,19149,3309,3508,"c(-75.1751039, 39.9639216)",31373,54428,123210,29135,39.9639216,-75.1751039,0.20596618755934903,12
bugqlf02nwjIY1F8lozzKQ,The Foodery Roxborough,6148 Ridge Ave,Philadelphia,PA,19128,4,141,1,"Restaurants, Delis, Beer, Wine & Spirits, Food","{""Friday"": ""10:0-0:0"", ""Monday"": ""10:0-23:0"", ""Sunday"": ""11:0-22:0"", ""Tuesday"": ""10:0-23:0"", ""Saturday"": ""10:0-0:0"", ""Thursday"": ""10:0-23:0"", ""Wednesday"": ""10:0-23:0""}",False,False,False,False,False,False,False,False,True,False,True,False,False,False,beer_and_wine',False,NULL,True,NULL,NULL,True,NULL,True,2,False,True,free',False,1,9,3.75,3.75,12,8,9,13,38309,37644,5384,5069,3923,3492,23238,23403,5764,5680,"c(-75.2164116943, 40.034485782)",20952,16635,78528,21782,40.034485782,-75.2164116943,-0.17867819778093816,9
bUnqKEP7h48ePxHMXV0fNw,Bridesburg Pizza,4776 Richmond St,Philadelphia,PA,19137,3.5,18,1,"Pizza, Restaurants","{""Friday"": ""11:0-0:0"", ""Monday"": ""11:0-23:0"", ""Sunday"": ""12:0-22:0"", ""Tuesday"": ""11:0-22:0"", ""Saturday"": ""11:0-0:0"", ""Thursday"": ""11:0-23:0"", ""Wednesday"": ""11:0-23:0""}",False,False,False,False,False,False,False,False,True,False,True,False,False,False,none',False,NULL,False,NULL,NULL,True,NULL,True,1,False,True,'no',True,0,8,4,5,1,1,3,1,8482,8347,1831,1757,708,746,4965,4687,978,1157,"c(-75.0653133347, 40.0016758779)",44793,24346,90376,14743,40.0016758779,-75.0653133347,-0.38853057572755406,4
BV9qbgExWLPT2j-_w5zoNA,Yummy Diner,34 N 52nd St,Philadelphia,PA,19139,4.5,6,1,Restaurants,NULL,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NULL,False,NULL,False,NULL,NULL,False,NULL,True,1,False,False,'no',True,0,3,5,4.5,2,2,2,2,44870,46397,9958,10556,6191,6533,22881,23428,5840,5880,"c(-75.2248974, 39.9611001)",44760,49723,118242,29849,39.9611001,-75.2248974,0.6648662892112294,13
bvg9CWsF3FIA-oq00MulAQ,Hong Kong Bakery Shop,917 Race St,Philadelphia,PA,19107,3.5,53,1,"Food, Restaurants, Bakeries",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False,True,False,False,False,NULL,NULL,NULL,True,NULL,NULL,False,NULL,NULL,1,NULL,False,NULL,True,0,3,3.4,0,5,0,8,2,13696,14526,727,940,2157,2183,9297,9845,1515,1558,"c(-75.154976, 39.9553886)",11541,10001,77559,14058,39.9553886,-75.154976,3.1122619062936976,18
Bw0cpnfI-Y9QmjWzqS-oFg,Izumi,1601 E Passyunk Ave,Philadelphia,PA,19148,4,219,0,"Restaurants, Sushi Bars, Desserts, Food, Japanese","{""Friday"": ""17:0-23:0"", ""Sunday"": ""17:0-22:0"", ""Tuesday"": ""17:0-22:0"", ""Saturday"": ""17:0-23:0"", ""Thursday"": ""17:0-22:0"", ""Wednesday"": ""17:0-22:0""}",False,False,False,False,False,False,True,False,False,False,True,False,False,True,none',True,NULL,True,NULL,NULL,True,NULL,False,2,True,False,free',True,2,10,3.5455,3.25,11,8,10,2,52594,52259,9257,9472,4110,4141,31531,31193,7696,7453,"c(-75.1633963, 39.929738)",28581,14140,110165,24264,39.929738,-75.1633963,0.7430643068508573,16
BWdDR_4lWAE6uloubO0oZw,Ruby Buffet,1100 S Columbus Ave,Philadelphia,PA,19147,3,209,1,"Chinese, Restaurants, Food, Sushi Bars, Buffets","{""Friday"": ""12:0-22:30"", ""Monday"": ""12:0-21:30"", ""Sunday"": ""12:0-21:30"", ""Tuesday"": ""12:0-21:30"", ""Saturday"": ""12:0-22:30"", ""Thursday"": ""12:0-21:30"", ""Wednesday"": ""12:0-21:30""}",False,False,False,False,False,False,False,False,True,False,False,False,True,False,none',False,NULL,True,NULL,NULL,True,NULL,True,2,False,True,no',True,2,11,2.5556,2.5294,18,17,13,6,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,"c(-75.1445882, 39.932169)",30187,17884,131221,28866,39.932169,-75.1445882,0.297971760162122,16
bwgK5d9oT2sUcvyBOsTREQ,Sky Cafe,"1122-38 Washington Ave, Ste B",Philadelphia,PA,19147,4.5,224,1,"Noodles, Restaurants, Indonesian","{""Friday"": ""11:0-20:0"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""11:0-20:0"", ""Tuesday"": ""11:0-20:0"", ""Saturday"": ""11:0-20:0"", ""Wednesday"": ""11:0-20:0""}",False,False,False,False,False,False,False,False,True,False,True,False,True,False,none',True,True,True,False,NULL,True,NULL,True,2,False,None,no',True,5,15,4.7255,4.6429,51,42,133,112,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,"c(-75.1626553, 39.9365822)",30187,17884,131221,28866,39.9365822,-75.1626553,0.9934841281917354,23
BWITd9JUXP3gSi1z3Y-z8g,In Riva,4116 Ridge Ave,Philadelphia,PA,19129,4,729,0,"Italian, Food, Nightlife, Pizza, Bars, Cocktail Bars, Beer, Wine & Spirits, Restaurants","{""Friday"": ""12:0-22:0"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""12:0-21:0"", ""Tuesday"": ""12:0-21:0"", ""Saturday"": ""12:0-22:0"", ""Thursday"": ""12:0-21:0"", ""Wednesday"": ""12:0-21:0""}",NULL,False,False,NULL,False,True,NULL,False,True,False,True,False,True,False,full_bar',True,True,True,True,NULL,True,NULL,True,2,True,True,free',True,18,17,4.1884,4.1333,69,60,74,73,10640,11275,1568,1618,1273,1312,6517,6957,1282,1388,"c(-75.1924072, 40.0078746)",41240,30013,118161,30926,40.0078746,-75.1924072,-0.3508913398001255,1
bwlHQiKk7EACbEZC5T3r7g,El Provocon,2843 Tyson Ave,Philadelphia,PA,19149,4,18,1,"Spanish, Restaurants","{""Friday"": ""11:0-17:0"", ""Monday"": ""11:0-17:0"", ""Sunday"": ""11:0-17:0"", ""Tuesday"": ""11:0-17:0"", ""Saturday"": ""11:0-17:0"", ""Thursday"": ""11:0-17:0"", ""Wednesday"": ""11:0-17:0""}",False,False,False,False,False,False,False,False,False,False,False,False,True,False,NULL,NULL,False,NULL,NULL,NULL,True,NULL,NULL,NULL,False,True,NULL,True,0,4,4.2,4.1429,5,7,4,5,59633,58055,13491,13291,8011,6979,32065,31665,6066,6120,"c(-75.0563012, 40.0394683)",67652,39284,161429,35335,40.0394683,-75.0563012,-0.08123042625195381,3
BX3LLonrLLLfVX-tNrE7yA,Cafe Nhan,1606 W Passyunk Ave,Philadelphia,PA,19145,4.5,166,1,"Restaurants, Vietnamese","{""Friday"": ""10:0-19:0"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""10:0-19:0"", ""Tuesday"": ""10:0-19:0"", ""Saturday"": ""10:0-19:0"", ""Thursday"": ""10:0-19:0""}",False,NULL,NULL,NULL,False,NULL,True,False,True,False,True,False,False,False,none',False,True,False,False,True,True,NULL,True,2,True,True,free',True,4,15,4.5574,4.7381,61,42,168,87,46623,46052,8470,7671,3953,4237,26570,26728,7630,7416,"c(-75.173231, 39.924667)",42806,25118,152321,35342,39.924667,-75.173231,1.046817010691895,10
BxfvdHqETU8jWYUjx5OL2A,Shake Shack,2000 Sansom St,Philadelphia,PA,19103,3.5,777,1,"Food, Hot Dogs, Burgers, Ice Cream & Frozen Yogurt, Fast Food, American (Traditional), Restaurants","{""Friday"": ""11:0-22:0"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""11:0-22:0"", ""Tuesday"": ""11:0-21:0"", ""Saturday"": ""11:0-22:0"", ""Thursday"": ""11:0-20:0"", ""Wednesday"": ""11:0-21:0""}",False,False,False,False,False,False,False,False,True,False,True,False,False,False,beer_and_wine',True,False,True,False,NULL,True,NULL,True,2,False,None,no',True,10,11,3.5652,3.52,46,25,125,102,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,"c(-75.1737892628, 39.9512256328)",16174,32406,83217,17953,39.9512256328,-75.1737892628,1.146298253713241,9
by2wRASwOKpCZU9KtZ3MHA,Manhattan Bagel,125 S 18th St,Philadelphia,PA,19103,3,133,1,"Food, Sandwiches, Breakfast & Brunch, Coffee & Tea, Restaurants, Bagels","{""Friday"": ""7:0-17:0"", ""Monday"": ""7:0-17:0"", ""Sunday"": ""7:0-17:0"", ""Tuesday"": ""7:0-17:0"", ""Saturday"": ""7:0-17:0"", ""Thursday"": ""7:0-17:0"", ""Wednesday"": ""7:0-17:0""}",False,False,False,False,False,False,False,False,True,False,True,False,False,False,none',True,False,True,NULL,NULL,True,NULL,True,1,False,True,free',True,8,12,3.1667,4,12,11,11,9,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,"c(-75.1703050733, 39.9508002)",16174,32406,83217,17953,39.9508002,-75.1703050733,2.339506319733881,8
bz3Z6Lj3_r9BWAClE1cHpQ,Subway,9979 Bustleton Ave,Philadelphia,PA,19115,3.5,12,1,"Restaurants, Sandwiches, Fast Food","{""Friday"": ""10:0-20:0"", ""Monday"": ""10:0-20:0"", ""Sunday"": ""10:0-19:0"", ""Tuesday"": ""10:0-20:0"", ""Saturday"": ""10:0-19:0"", ""Thursday"": ""10:0-20:0"", ""Wednesday"": ""10:0-20:0""}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,'none',False,NULL,True,NULL,NULL,True,NULL,True,1,False,True,'no',True,0,7,2.6667,0,3,0,2,1,34479,35346,5984,5827,2586,3034,17779,18225,8130,8260,"c(-75.0286053176, 40.1013949795)",44713,23673,129662,42662,40.1013949795,-75.0286053176,-0.19939203283515275,3
Bze5Vj4MmcE0KHGy346xqw,Gyro Express,"2101 S 3rd St, Floor 1",Philadelphia,PA,19148,5,26,0,"Mediterranean, Restaurants, Pakistani, Halal","{""Monday"": ""0:0-0:0"", ""Saturday"": ""11:0-18:0""}",False,False,False,False,False,False,False,False,False,False,True,False,False,False,none',False,False,NULL,False,NULL,True,NULL,False,NULL,True,True,no',True,0,6,5,4.9524,3,21,3,6,52594,52259,9257,9472,4110,4141,31531,31193,7696,7453,"c(-75.150924, 39.9218264)",28581,14140,110165,24264,39.9218264,-75.150924,0.07184428263522744,10
bzG2ul_mhdPMvhxsn-8EEg,Wawa,12301 Academy Rd,Philadelphia,PA,19154,3,19,1,"Sandwiches, Gas Stations, Convenience Stores, Food, Coffee & Tea, Restaurants, Automotive","{""Friday"": ""0:0-0:0"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""0:0-0:0"", ""Tuesday"": ""0:0-0:0"", ""Saturday"": ""0:0-0:0"", ""Thursday"": ""0:0-0:0"", ""Wednesday"": ""0:0-0:0""}",False,False,False,False,False,False,False,False,False,False,False,False,True,False,'none',NULL,NULL,False,NULL,NULL,True,NULL,True,2,NULL,True,free',True,1,5,2.7143,1,7,1,31,9,34253,35098,6478,6988,3311,2974,19047,19591,5417,5545,"c(-74.9761273, 40.0956946)",23451,11648,73465,26816,40.0956946,-74.9761273,-0.43141816836574864,0
bzOCjuydWTkgkbZeaec8Zg,La Colombe,8500 Essington Ave,Philadelphia,PA,19153,3,110,1,"Food, Coffee & Tea, Juice Bars & Smoothies, Bakeries, Breakfast & Brunch, Restaurants",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,True,NULL,False,False,False,False,none',False,False,False,False,NULL,True,NULL,False,1,False,False,no',True,4,7,3.3,2.9688,40,32,73,63,13190,13006,1765,1745,2227,2213,7238,7036,1960,2012,"c(-75.237845, 39.878166)",29813,19041,83347,21003,39.878166,-75.237845,-0.3559238367028781,0
bZUmx_CkQkAtFwAVqVhFrA,Megumi Japanese Ramen & Sushi Bar,915 Race St,Philadelphia,PA,19107,4,210,1,"Ramen, Sushi Bars, Restaurants, Japanese, Noodles","{""Friday"": ""11:0-23:0"", ""Monday"": ""0:0-0:0"", ""Sunday"": ""11:0-22:0"", ""Saturday"": ""11:0-23:0"", ""Thursday"": ""11:0-22:0"", ""Wednesday"": ""11:0-22:0""}",False,False,False,False,False,True,True,False,True,False,True,False,False,False,none',False,True,True,False,True,True,NULL,False,2,True,True,free',True,39,16,4.1404,4.25,114,40,152,57,13696,14526,727,940,2157,2183,9297,9845,1515,1558,"c(-75.154901, 39.955455)",11541,10001,77559,14058,39.955455,-75.154901,1.2865918113659514,18
c0eRjo4okGY_ppuwTjNYzQ,Chicko Tako,8221 Germantown Ave,Philadelphia,PA,19118,4,42,1,"Korean, Farmers Market, Restaurants, Chicken Wings, Asian Fusion, Food","{""Friday"": ""11:0-21:0"", ""Sunday"": ""11:0-16:0"", ""Saturday"": ""11:0-21:0"", ""Thursday"": ""11:0-21:0"", ""Wednesday"": ""11:0-21:0""}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,'none',True,False,True,NULL,NULL,True,NULL,False,2,False,True,NULL,True,6,7,4.6667,3,6,4,2,10,10919,10884,1458,1309,1655,1600,5577,5469,2229,2506,"c(-75.2025511, 40.074096)",11670,8138,44921,13890,40.074096,-75.2025511,-0.2594599737343564,15
c-0PoHHcA6k7y4CxjGH1jw,Tiki Philly,102 S13th St,Philadelphia,PA,19107,3,101,0,"Nightlife, Bars, Restaurants, Venues & Event Spaces, Hawaiian, Tiki Bars, Event Planning & Services","{""Friday"": ""16:0-2:0"", ""Monday"": ""12:0-0:0"", ""Sunday"": ""16:0-2:0"", ""Tuesday"": ""16:0-23:0"", ""Saturday"": ""16:0-2:0"", ""Thursday"": ""16:0-23:0"", ""Wednesday"": ""16:0-23:0""}",False,False,False,False,False,False,True,False,True,False,True,False,False,False,full_bar',True,False,False,True,NULL,True,NULL,True,2,False,False,'no',False,0,12,3.12,3.2,25,20,54,44,13696,14526,727,940,2157,2183,9297,9845,1515,1558,"c(-75.1619333196, 39.9501605116)",11541,10001,77559,14058,39.9501605116,-75.1619333196,1.835261469188738,14
c3a5La0D2L51qXVE7DIJLg,Spice End,2004 Chestnut St,Philadelphia,PA,19103,3.5,302,0,"Fast Food, Halal, Ethnic Food, Indian, Restaurants, Specialty Food, Food","{""Friday"": ""11:0-3:0"", ""Monday"": ""11:0-0:0"", ""Sunday"": ""12:0-0:0"", ""Tuesday"": ""11:0-0:0"", ""Saturday"": ""12:0-3:0"", ""Thursday"": ""11:0-0:0"", ""Wednesday"": ""11:0-0:0""}",False,False,False,False,False,False,False,False,True,False,True,False,False,False,beer_and_wine',False,NULL,True,NULL,NULL,True,NULL,True,1,False,True,free',True,9,13,3.2083,3.4,24,10,99,41,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,"c(-75.173802, 39.9518768)",16174,32406,83217,17953,39.9518768,-75.173802,1.0004455875005889,9
c5kcBGTi_xr32z88o8Al9Q,Chinatown Square,1016-18 Race St,Philadelphia,PA,19107,3.5,44,1,"Restaurants, Food Court, Cambodian","{""Friday"": ""11:0-16:0"", ""Monday"": ""11:0-14:0"", ""Sunday"": ""11:0-13:0"", ""Tuesday"": ""11:0-14:0"", ""Saturday"": ""11:0-16:0"", ""Thursday"": ""11:0-16:0"", ""Wednesday"": ""11:0-14:0""}",False,False,False,False,False,False,False,False,True,False,True,False,False,False,full_bar',False,True,True,NULL,NULL,True,NULL,False,2,False,False,'no',True,5,12,3.8571,2.7143,7,7,47,31,13696,14526,727,940,2157,2183,9297,9845,1515,1558,"c(-75.1566319, 39.9553798614)",11541,10001,77559,14058,39.9553798614,-75.1566319,4.850555577095005,15
C5MdSiVtZKirRghyh08C0g,Bodhi Coffee,410 S 2nd St,Philadelphia,PA,19147,4,167,1,"Sandwiches, Breakfast & Brunch, Food, Coffee & Tea, Restaurants","{""Friday"": ""7:0-19:0"", ""Monday"": ""7:0-19:0"", ""Sunday"": ""8:0-19:0"", ""Tuesday"": ""7:0-19:0"", ""Saturday"": ""8:0-19:0"", ""Thursday"": ""7:0-19:0"", ""Wednesday"": ""7:0-19:0""}",False,False,False,False,False,False,False,False,True,False,True,False,False,False,none',True,NULL,True,NULL,NULL,True,NULL,True,1,False,True,free',True,1,10,3.5,3.8571,4,14,17,21,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,"c(-75.1456224, 39.9428633)",30187,17884,131221,28866,39.9428633,-75.1456224,1.0301210135478966,20
c5w3gViEODLmPJBCeAVUIQ,Byblos,116 S 18th St,Philadelphia,PA,19103,3,269,1,"Mediterranean, Hookah Bars, Nightlife, Middle Eastern, Restaurants, Bars","{""Friday"": ""16:0-2:0"", ""Monday"": ""19:30-2:0"", ""Sunday"": ""16:0-2:0"", ""Tuesday"": ""16:0-2:0"", ""Saturday"": ""16:0-2:0"", ""Thursday"": ""20:45-2:0"", ""Wednesday"": ""16:0-2:0""}",False,False,False,False,False,True,False,False,True,NULL,True,False,False,False,'full_bar',True,True,True,True,NULL,True,NULL,True,2,True,True,'no',True,4,20,2.9,2.7273,20,22,12,23,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,"c(-75.1706583, 39.9511992)",16174,32406,83217,17953,39.9511992,-75.1706583,1.8994094422142764,6
C6cOQD3ELF38AeYgtfw0Dw,Nile Cafe,6008 Germantown Ave,Philadelphia,PA,19144,4.5,83,1,"Vegetarian, Soul Food, Vegan, Restaurants","{""Friday"": ""12:0-20:0"", ""Sunday"": ""13:0-18:0"", ""Tuesday"": ""12:0-20:0"", ""Saturday"": ""12:0-20:0"", ""Thursday"": ""12:0-20:0"", ""Wednesday"": ""12:0-20:0""}",False,NULL,False,NULL,False,False,False,False,True,False,True,False,False,False,none',True,NULL,True,NULL,NULL,True,NULL,False,2,False,True,no',True,1,12,4.5,4.5,14,6,6,3,42556,43884,7449,7429,5794,6402,23118,23828,6195,6225,"c(-75.1780373, 40.039489)",43456,32898,127616,35776,40.039489,-75.1780373,-0.33516028849994284,11
c6r29yLfVhZaSyrtsNVLRQ,The Palace of Indian,1533 S 11th St,Philadelphia,PA,19147,4,88,1,"Restaurants, Indian","{""Friday"": ""16:0-22:30"", ""Monday"": ""16:0-22:0"", ""Sunday"": ""16:0-22:0"", ""Saturday"": ""16:0-22:30"", ""Thursday"": ""16:0-22:0"", ""Wednesday"": ""16:0-22:0""}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,NULL,True,NULL,NULL,NULL,NULL,True,NULL,NULL,NULL,True,True,no',True,2,7,3.9762,3.8,42,15,10,7,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,"c(-75.1629175, 39.9299499)",30187,17884,131221,28866,39.9299499,-75.1629175,2.257284173529591,17
c7TanwrkujM7GAE43H4kwg,Hummus Republic,115 S 18th St,Philadelphia,PA,19103,4,65,0,"Mediterranean, Wraps, Vegetarian, Vegan, Salad, Restaurants","{""Friday"": ""11:0-20:0"", ""Monday"": ""0:0-0:0"", ""Tuesday"": ""11:0-20:0"", ""Saturday"": ""11:0-20:0"", ""Thursday"": ""11:0-20:0"", ""Wednesday"": ""11:0-20:0""}",False,False,False,False,False,False,True,False,True,False,True,False,False,False,none',True,False,True,NULL,NULL,True,NULL,False,1,False,None,no',True,14,15,3.9672,4,61,2,143,4,24219,24214,1290,1246,1926,1859,15772,15803,5231,5306,"c(-75.1702611521, 39.9512515918)",16174,32406,83217,17953,39.9512515918,-75.1702611521,1.1603333484092382,6
C809UuprygJyEgJw4wr2Pg,Domino's Pizza,716 South St,Philadelphia,PA,19147,1.5,106,1,"Chicken Wings, Sandwiches, Restaurants, Pizza","{""Friday"": ""10:0-3:0"", ""Monday"": ""10:0-3:0"", ""Sunday"": ""10:0-2:0"", ""Tuesday"": ""10:0-2:0"", ""Saturday"": ""10:0-3:0"", ""Thursday"": ""10:0-2:0"", ""Wednesday"": ""10:0-2:0""}",False,False,False,False,False,False,False,False,False,False,False,False,False,False,none',False,False,None,NULL,False,True,NULL,True,1,False,True,NULL,True,0,8,1.4667,1.1111,15,18,3,1,39060,38472,5468,5475,2515,2236,26832,26522,4245,4239,"c(-75.1545153, 39.9420587)",30187,17884,131221,28866,39.9420587,-75.1545153,1.2302619633814762,30
c8rjE6NcfeyzLB_aU1GdMA,Sláinte Pub & Grill,3000 Market St,Philadelphia,PA,19104,3.5,139,0,"Nightlife, Bars, Restaurants, Irish, Pubs","{""Friday"": ""11:0-2:0"", ""Monday"": ""11:0-1:0"", ""Sunday"": ""11:0-0:0"", ""Tuesday"": ""11:0-2:0"", ""Saturday"": ""11:0-2:0"", ""Thursday"": ""11:0-2:0"", ""Wednesday"": ""11:0-2:0""}",False,False,False,False,False,False,False,False,True,True,True,False,False,False,'full_bar',False,NULL,True,NULL,NULL,True,NULL,True,2,True,None,'no',True,6,12,4.2222,0,9,0,26,5,54311,53560,6698,6454,23800,23654,20000,19313,3813,4139,"c(-75.1836068183, 39.954815805)",53009,61505,173694,42427,39.954815805,-75.1836068183,0.6024492471304426,16
