"business_id","business_lat","business_long","business_stars","business_stars_pre_2020","review_count","review_count_pre_2020","check_in_count","check_in_count_pre_2020","attribute_count","business_park","business_happy_h","business_price","business_open","n_photo"
"7BmboJEmyQ_DAgTCoCgpgg","39.9881000819","-75.1282148436","4.5","4.5",67,"38",30,"23",8,1,0,NULL,"1","4"
"7Bq927oiZRlEVMqQSNR0Lg","40.001155","-75.152588","2.0","3.0",5,"2",21,"20",5,0,0,"1","1",NULL
"7BUz7T0CNQ5fQvj-nhxhjQ","39.9621054","-75.1413425","2.5","2.7",27,"27",NULL,NULL,7,1,1,"2","0",NULL
"7cpj7hjDTX5fb-6pYcZiGQ","39.93906","-75.14959","4.0","3.8",449,"430",514,"497",21,1,0,"2","0","27"
"7crp8LZA4HbkMAKyh8Wcdg","39.9952251","-75.1393742","2.5","2.4",24,"17",2,"2",4,0,0,"1","1","2"
"7dKAP8tHeeL6SDqZLxpnHw","40.074096","-75.2025511","4.0","4.0",31,"32",10,"10",6,0,0,"2","0",NULL
"7e4Z9_qGA0Vjb8xlFC61PA","39.9543466","-75.156613","3.0","2.9",22,"17",7,"7",5,1,0,"3","1",NULL
"7EIvsWIjK5EXhu-XURuTRA","39.9216198","-75.1767548","4.0","4.0",6,"6",6,"6",1,0,0,"2","0",NULL
"7-fvaCmEMOZ4hc6wMJoTcg","40.0916106","-74.9655844","2.5","2.6",9,"10",9,"9",5,0,0,"1","0",NULL
"7FZ0XYOqjaPHRFzmEcaesQ","40.0104725648","-75.1761489362","2.5","2.5",18,"18",13,"13",7,0,0,"2","0",NULL
"7g6bsvzLv50NCgXgUfjSdQ","40.0599673","-75.0524675","4.5","4.6",81,"57",92,"89",8,1,0,"1","1",NULL
"7glaDklehs5KxuoCmR9V1Q","39.9368243","-75.1593731","3.5","3.6",78,"73",92,"88",12,1,0,"2","1",NULL
"7gNY2fx_8-RFicmecY3RsA","39.9093845767","-75.1647046174","3.5",NULL,8,NULL,10,NULL,1,0,0,NULL,"1","1"
"7GX2Xe12_SOuPltFOB6TLw","39.964422","-75.204713","2.5","2.6",22,"15",3,"3",4,0,0,"1","1","6"
"7HE_mWkvZ8GxsP0sLP-_ng","39.9515786","-75.1706125","4.0","4.0",99,"103",209,"209",8,1,0,"2","0","5"
"7hnr6S6FeYaO7z-8wt2NfA","39.954703","-75.1684962","3.5","3.3",22,"22",113,"113",5,0,0,"1","1","3"
"7HP8BwbzQHvstBI7rAe_vw","39.9555587","-75.1544697","4.0","4.1",17,"14",21,"19",2,0,0,NULL,"0","5"
"7hpUoYdAVToZXwuPRgoqdA","39.9419516309","-75.1573562007","4.5","4.3",477,"424",1473,"1410",8,1,0,"1","1","6"
"7hwH3wiWB17U9Nw4EjJo0A","39.9553684","-75.2024372","3.5","3.3",48,"45",39,"32",15,1,0,"2","1","3"
"7J81xJFlMM244_f05k2egw","40.0374692","-75.0417837","2.5","2.7",15,"15",31,"31",4,1,0,"1","1",NULL
"7j-s7IsivJLszx0s0w_QNw","39.9568403","-75.2263347","1.0",NULL,5,NULL,NULL,NULL,2,0,0,NULL,"1",NULL
"7jYC4dxkoiAULgENY7hbMA","40.1214999657","-75.0160301104","4.0","4.2",54,"55",122,"122",17,1,0,"1","0","13"
"7k9qGQyytbGxpJTnwxK6Xg","39.9785404","-75.158377","3.0","3.1",40,"32",166,"162",9,1,0,"1","1","2"
"7kC44AcEvJRAaDPhQNQ-6A","40.1290453","-75.0235565","2.5","3.2",15,"13",20,"19",7,0,0,"2","1",NULL
"7kgF1JYwZQMUrHpBsULC2g","39.9497247","-75.209374","2.5","2.5",60,"61",32,"32",7,1,0,"1","0",NULL
"7kLE0V9Pid6dx1vD4-jQfQ","39.9412785","-75.1473324","4.0","4.0",159,"164",120,"120",6,1,0,"1","0","2"
"7Ljrtr65Q7-uX2Nl4I_7Iw","39.9540079581","-75.1560426391","3.0","3.1",49,"47",195,"195",3,1,0,"1","0",NULL
"7lOWx72SeKTuUDuW51aYNw","39.9234015","-75.1711927","4.5","4.4",11,"9",2,"2",7,1,0,"1","0",NULL
"7LskDbqERsCsiPNKjmNnrA","39.914561","-75.156783","3.5","3.4",43,"36",27,"26",12,0,0,"1","1",NULL
"7lwe7n-Yc-V9E_HfLAeylg","39.9456566","-75.1747733","3.5","3.7",615,"568",1662,"1634",18,1,1,"2","1","6"
"7lYSam2Ci_1WzzoUicug3w","39.9178315","-75.1814532","2.0","2.1",16,"16",39,"38",9,1,0,"1","1","8"
"7M4acncueqDznH9AwgPjeg","40.0434234376","-74.9895148466","3.5","3.5",221,"195",284,"255",20,1,1,"2","1","2"
"7MaaaorooHRAqkQXcTqmrg","39.922527","-75.1644732","3.0","2.9",13,"12",NULL,NULL,7,0,0,"2","0",NULL
"7mpYTDb24SywNMRn3yeakQ","39.9418766","-75.1451988","4.0","3.8",604,"486",1622,"1551",18,1,1,"2","1","15"
"7n0qmplNMqPLkcRfI2_ieA","39.9490630805","-75.1624400394","3.0","3.2",203,"203",234,"234",12,1,0,"2","0","2"
"7NhDWaGc7xQfSDj3XKJq1w","39.9708487","-75.2327512","2.5","2.5",19,"14",8,"8",6,0,0,"1","1",NULL
"7NITtPelRe_oQRsWACI3yA","40.0126210289","-75.1836797854","4.0","4.1",104,"92",111,"88",13,1,0,"2","1","3"
"7NlcGz2E_pOs8y8N8rDR6Q","39.950592","-75.189408","3.0","3.0",9,"9",57,"57",1,0,0,"1","1",NULL
"7NwFNLC0SwX1SwQYlfF5yw","39.9504011","-75.1463684","4.0","3.9",444,"390",375,"351",16,1,0,"2","1","9"
"7ooLXitHwbAHX0b-Qf_Syw","40.054949944","-75.1372146606","4.5","4.3",17,"17",19,"19",8,1,0,"2","0",NULL
"7OPFjS9OsPIYX_wm0hbZDg","39.953559","-75.2184817","2.5","2.8",60,"55",36,"34",13,1,0,"1","1","1"
"7Oq3AI3omXpvcN9xDzNeLA","40.0262143","-75.2250793","3.0","3.2",246,"253",352,"352",13,1,1,"2","0","2"
"7p56URlyNtQhhkr83RtN4Q","40.04163","-75.06483","3.5","3.9",87,"73",131,"122",12,1,0,"1","1","1"
"7pAgxBMUjrVPH7xh3fn-gw","39.9496989","-75.1441608","4.5","4.3",511,"270",1089,"621",17,0,0,"2","1","15"
"7pbRnwFWoeHqMMAzBO924A","40.1195696886","-75.0182037312","3.0","3.2",6,"6",13,"12",12,1,1,NULL,"1","1"
"7pe_s16qSxYytikyOgrzxQ","39.9675","-75.176079","3.0","2.9",27,"29",17,"17",11,1,1,"2","0",NULL
"7pf74oDDqZP0i1L1rzJHVQ","39.9505038","-75.1625185","2.5","2.6",78,"68",163,"159",15,1,1,"2","1",NULL
"7pwZZVVlYCxQvVdd8Q03wg","39.9241471","-75.1700767","4.0","4.2",152,"137",166,"157",9,1,0,"1","1","5"
"7QfRLE_ti1yA0NqTWKLjdw","39.9480118","-75.1680247","3.5","3.6",209,"197",186,"179",11,1,0,"2","1","1"
"7QVS6kcmc2vfp3TDCGX-Cw","39.9513336","-75.2095376","4.0","3.7",106,"104",80,"77",12,1,0,"1","1",NULL
"7rStfblbjKIH1q9eDghF9A","39.974728","-75.182701","4.0","4.2",60,"61",67,"67",12,1,0,"1","0",NULL
"7rUaXU8_IgnOrOMnN7HPQQ","39.9960138239","-75.234246254","2.5","2.5",133,"120",219,"211",16,1,0,"2","1","1"
"7rXZnfu2QJBfpp44B8lq5Q","40.0344556","-75.2159653","4.5","4.3",83,"73",32,"31",10,1,0,"1","1",NULL
"7sKfrJmjG6unAQeWdQUe2w","40.026465","-75.2244958","3.5","3.3",110,"84",28,"27",15,1,0,"1","1",NULL
"7SUOgtE3XmoKbLT5KuUYlA","39.9634438366","-75.1468081","4.5","4.6",34,"33",11,"11",8,0,0,NULL,"0",NULL
"7tBrFz4n3xtXd6BRk86TFA","39.9419352","-75.1502842","2.0","2.3",22,"23",15,"15",6,1,0,"1","1",NULL
"7UJZQyroV-TvndJabqiXqw","40.0568875","-75.0154664","4.5",NULL,15,NULL,3,NULL,7,0,0,NULL,"1",NULL
"7uMwPg2lmF_KscKo9lFCwQ","39.8761409034","-75.2453287875","5.0","4.8",5,"5",14,"13",0,0,0,NULL,"1","1"
"7UQaMpHSixAe2e3uebyn3Q","39.9262078","-75.1493364","2.5","2.6",11,"12",8,"8",5,0,0,"2","0",NULL
"_7V_3b2dSSVIXqVMJwGmoQ","39.9658337","-75.160398","3.0","2.9",57,"52",12,"12",7,1,0,"1","1",NULL
"7V7cxGLM-xZ7C44-1DfvSw","40.0416423","-75.1058717","2.5","2.6",9,"9",1,"1",6,1,0,NULL,"0","1"
"7vLNhkXPzmufC6aKkh3n8Q","40.0997479","-75.030078","4.5","4.3",14,"15",11,"11",6,0,0,"1","0","1"
"7vp9dEMm2MMBLpPLykId5A","40.0353453","-75.2179119","3.5","3.4",5,"5",2,"2",6,1,0,"2","0",NULL
"7vSahcMGVWAra7M1RkwH0Q","40.0513054696","-75.0666264582","3.5","3.9",22,"10",4,"4",6,0,0,NULL,"0","5"
"7w0Yok3_HkY4FObH7bSurg","39.9497563","-75.1480623","3.0","2.7",18,"15",12,"9",11,1,1,NULL,"1",NULL
"7W2HqyvW9XIL-TWuXSODBg","39.9344152","-75.1543726","3.5","3.3",102,"104",158,"158",8,1,0,"2","0","1"
"7w2mvWBmvY-49MmTxQ-OhA","39.9703256","-75.1440831","3.5","3.6",111,"93",29,"26",14,1,0,"2","1","1"
"7WxwNLWCalq4m3r0Y3nMlg","40.0085168","-75.2102466","3.5","3.3",18,"17",19,"19",10,1,1,"2","0",NULL
"7x76ngzub3j4PijMHm71nQ","40.0478786128","-75.0593309498","2.0","1.6",20,"18",10,"10",6,0,0,"1","0","3"
"7xckZSLRWf5uf3L1IsF1Kg","39.9518886","-75.1718034","3.5","3.5",185,"167",167,"163",14,1,0,"2","1","4"
"7XhHJgO-DMkMsy25e2pIhw","40.103263","-75.010096","4.0","4.0",20,"8",10,"9",5,0,0,"1","1",NULL
"7y1zIK1ZtkkGIKeRUobThg","40.0577429","-75.0446413","3.5","3.4",178,"159",184,"171",12,1,0,"2","1","8"
"7Y3RjSc99a88oTMEgvazoA","39.9495796084","-75.1672851248","3.0","3.2",93,"81",394,"389",11,1,0,"1","1","4"
"7yPzOek7Af2dKWGYKpcHWA","39.9274110049","-75.1556555182","4.5","4.5",372,"350",694,"694",10,1,0,"2","0","17"
"7yq3QuO6O00tcPbOzecBdQ","40.0365969","-75.0317945","3.5","3.4",64,"55",17,"11",8,0,0,"2","1",NULL
"7YsrfPONeC5VC-n5N1gb5w","40.0586918","-75.1497736","4.0","4.0",138,"140",117,"117",10,1,0,"1","0",NULL
"7YZsJLbmUFTgy12q7ARq1A","40.0288149","-75.1627123","2.5","2.5",15,"13",5,"5",6,0,0,"1","1",NULL
"7z16CBc74GhbyqalwZrJUQ","39.954754","-75.156191","4.0","3.9",461,"447",1250,"1199",12,1,0,"2","1","13"
"7zdWY4WhiEsYsSPJhYnPZg","40.0347942","-75.0446098","3.0","2.6",17,"14",1,"1",3,0,0,"1","1",NULL
"7Zv6DTlcUZvBjmTic6oqTQ","39.9261964","-75.1744997","4.0","4.2",52,"45",41,"40",9,1,0,"1","1",NULL
"80CuLvezLk7SkkzWbcv1Dg","39.9482333","-75.1726372","3.5","3.7",116,"117",218,"218",10,1,1,"2","0","5"
"8-0t76fS3LNlLERzJR9aUQ","39.8966225443","-75.1754220157","3.5","3.7",148,"149",237,"237",19,1,1,"2","0","8"
"81C5xFY3EGL5mhPZD6pynw","39.922761","-75.186121","4.0",NULL,15,NULL,1,NULL,8,1,0,NULL,"1","1"
"81NKeedNCrNo0v60QatxzQ","39.956502","-75.155845","4.0","3.9",53,"52",40,"40",9,1,0,"2","0",NULL
"8-1vYscR7TNGF7LcJeNZBQ","40.0454066","-75.2327285","3.5","3.4",91,"87",280,"272",12,1,0,"1","1","1"
"838bEDzZSPveDkAGrhVWYQ","39.9557218","-75.1567726","3.0","3.1",524,"489",1568,"1482",13,1,0,"2","1","22"
"83Fw7PpQR9GY-IEokD7mmg","39.9389811","-75.1898882","3.5","3.6",5,"5",45,"44",2,0,0,"1","1",NULL
"849vV4133tI82lNWCZinOA","39.9703316132","-75.145784989","4.0","4.5",130,"100",86,"76",9,0,0,"1","1","1"
"84oFqFilO7wbs2iVsTy3eA","39.9319033","-75.1495444","3.5","3.6",106,"92",55,"53",16,1,1,"3","0","1"
"85e8Uyn8tIyEZCqBP80rqA","39.9500808716","-75.162","4.0","4.1",668,"644",1036,"1005",14,1,1,"2","1","26"
"86BkHfhvm7pVTMUSyJlttQ","40.0756394","-75.2053777","4.0","4.0",31,"34",21,"21",7,1,0,"2","0","3"
"86glJ3ygYJV8HE-FClONsw","40.0649629383","-74.9836531509","3.5","3.4",17,"16",12,"12",6,0,0,"1","1",NULL
"880CBnInNNpxm_26vamRWQ","39.9380377","-75.1714104","4.5","4.3",6,"6",16,"15",9,1,0,"1","0",NULL
"8-8HkZNiFvoGx_R4vSHdOg","39.9229037","-75.1596341","3.0","2.9",7,"7",NULL,NULL,0,0,0,NULL,"0",NULL
"89CEDMXZjJRHXGeVIWTwcA","40.0675529","-75.1472469","4.0","4.1",8,"8",35,"35",5,0,0,"2","0","2"
"8Ak2iPlR4fCziMQZ11ohAA","39.949854","-75.160596","3.5","3.2",12,"12",1,"1",5,1,0,"3","0",NULL
"8aT-k89xn1eU-eJPgEBDlA","40.0258865","-75.2250935","4.0",NULL,45,NULL,41,NULL,11,0,1,NULL,"1","1"
"8awz5GSXpwf3MIxztHmoGg","39.9543093077","-75.1739177338","3.0","3.0",77,"74",243,"240",12,1,1,"2","1","3"
"8bDsHNKOrjJEyOFNDidV8Q","39.9439712","-75.2099137","4.5",NULL,47,NULL,14,NULL,9,1,0,NULL,"1","6"
"8BfXofH792_mx-d-mqHD6w","39.9246324","-75.1499583","2.0","1.9",11,"11",17,"17",1,0,0,"1","0",NULL
"8CbJAKgVEALPbYcQTzhkvA","39.9665","-75.145408","3.0","3.2",80,"75",49,"49",7,1,0,"2","0","4"
"8CGgpZ49D3eJJp9HUTaE5A","39.9385067392","-75.1565579","5.0",NULL,6,NULL,2,NULL,2,0,0,NULL,"1",NULL
"8CiOiANqGJHTQJuTvgiBgA","39.9411099","-75.1458162","4.0",NULL,18,NULL,14,NULL,13,1,0,NULL,"1","12"
"8cLbpSZOHnmzxzDNSBGQCA","39.9554168697","-75.1554945434","4.0","3.8",14,"14",15,"13",10,1,1,NULL,"0","3"
"8-CnBPjMxQj195wDxZrHEA","39.953175","-75.158621","3.5","3.6",65,"57",74,"72",12,1,0,"1","1","2"
"8fN1DiPUUWAhLsZW4xSSJQ","39.9518175642","-75.1641074145","3.5","3.8",61,"62",82,"82",6,1,0,"1","0","2"
"8Gbu7AiqVWrUe8H9Fmg4hA","40.092384","-75.030973","2.5","2.7",21,"23",7,"7",6,0,0,"1","0",NULL
"8grIwJYQJ16EUImULDCdQw","40.087697","-75.038827","3.0","3.0",104,"101",85,"85",12,1,0,"2","1","1"
"8G_S5A-MlOnvqbyVP788iA","39.94862","-75.144761","4.0","3.9",73,"70",121,"121",10,1,0,"1","0","3"
"8GTViyjR-lBVuZZLfcVx6Q","39.981332","-75.223961","2.5",NULL,33,NULL,3,NULL,2,0,0,NULL,"1",NULL
"8HAs-c3bh_tr4ggiYAlZng","39.9483207617","-75.1570180649","3.5","3.7",173,"165",398,"386",13,1,0,"2","1","2"
"8hKi4SyepMGe2W1L4aQ_JQ","39.9864213428","-75.2479510009","3.0","3.1",24,"24",8,"8",8,0,0,"1","1","2"
"8iiI_v2E9V4xXByGce05QQ","40.0452787399","-75.1172783944","3.5",NULL,11,NULL,9,NULL,0,0,0,NULL,"1",NULL
"8iXOCgIvyCWxoE8gnX3IIw","40.0996149","-75.01003","3.0","3.2",48,"43",184,"162",12,1,0,"2","1","10"
"8iXVU-DFq1r_a3QTn24T8w","39.9551734924","-75.1566696167","3.5","3.3",34,"31",91,"86",6,0,1,"2","1",NULL
"8j3blTZChklt3j89jxx0fw","39.9423058586","-75.1546984195","4.0","3.9",764,"689",2480,"2422",17,1,0,"2","1","27"
"8j5bQ0nDwoGiFaTQDNCQTg","40.0281895","-75.0358106","4.5","4.8",78,"79",74,"70",9,1,0,"1","1",NULL
"8JcdN89xv4AqAVRSDLLUHw","39.9487291","-75.1744313","3.5","3.3",163,"159",169,"164",16,1,1,"3","1","3"
"8jmTWp1l7gjs0sJJMthMsw","39.9776902555","-75.2723037139","2.5","2.5",27,"27",29,"28",7,0,0,"1","1","1"
"8JSUpnzIRstdC4VnOrHGXA","39.9490326","-75.1546258","4.0","3.9",43,"42",34,"34",10,0,0,"2","0",NULL
"8JwafFqgloTVXkk94LGqag","39.996104","-75.1731727","3.5","3.7",5,"3",3,"2",4,0,0,"2","1",NULL
"8jY6KM_74NZp6yomYtpouQ","39.9620123879","-75.200058746","3.5","3.6",43,"42",97,"97",5,1,0,"1","0",NULL
"8KBDQlSdjJ-NoLbpPvkOrw","39.9534524019","-75.1404362747","3.5","3.6",252,"214",377,"355",21,1,1,"2","1","17"
"8KjJlBiO_ILI_Fvti_Hmfg","40.055265","-75.0036855","2.5","2.5",14,"15",3,"3",5,1,0,"2","0",NULL
"8kUh6TROemLfbVR_ewVVLg","39.9364886","-75.1622139","4.0","3.9",738,"728",2769,"2674",14,1,0,"2","1","19"
"8kvrq98-vEojtSETUsDamA","39.952335","-75.163789","2.5","2.4",5,"5",1,"1",3,0,0,"1","1",NULL
"8LonS_bxNmCDk3FWiG9lzA","39.951923","-75.144335","4.5","4.7",193,"100",136,"85",16,1,0,"2","1","10"
"8mk6q7HjyJzhEMUR22kRDQ","39.9560231","-75.1593004","4.0","4.0",6,"6",4,"4",2,0,1,"2","0",NULL
"_8mrg8d1KWWND8fMAQVqRQ","39.9484312","-75.1607724","2.5","2.6",15,"15",4,"4",5,1,1,"2","0",NULL
"8n93L-ilMAsvwUatarykSg","39.9510181","-75.1982404","3.0","2.8",22,"21",46,"45",8,0,0,"2","0",NULL
"8NCYYDGGPtmL4NxQxKUKBA","40.044244","-75.101804","1.0","1.3",5,"3",5,"5",2,1,0,"1","1",NULL
"8Nont52BjQCGlStK8Y687g","40.023536","-75.219756","3.0","3.3",21,"22",23,"23",13,1,1,"3","0","1"
"8o50oRFIEfXrmoIJJj3fmQ","39.9779537017","-75.1593169793","3.5","3.3",23,"23",17,"17",7,0,0,"1","0","2"
"8od5TSdUqiFTWCoyHC99YQ","40.0068777","-75.2109721","2.0","2.2",6,"6",8,"8",6,1,0,"2","0",NULL
"8ohaL9a02bWZDxOxfZCTxw","39.9512651","-75.1678954","4.0","4.0",84,"88",131,"131",10,1,0,"1","0","1"
"8OoLxv91ztELwzfvG26xjA","40.086753","-75.0444359","3.5","3.6",61,"58",131,"121",12,1,0,"2","1","1"
"8P8HIysyyGbG8_94cG1Jyg","39.9440110213","-75.1691403878","4.5","4.3",408,"381",292,"257",17,1,0,"3","1","10"
"8pqdJjefYq-a9IBSJJmKwA","39.951004","-75.170636","4.0","4.2",2497,"2321",4656,"4412",13,1,1,"2","1","83"
"8PSSfsRQ0JfH8Yc4Doq_uA","39.9277585","-75.1757526","4.0","4.1",25,"18",34,"34",4,0,0,"1","1",NULL
"_8QkK3WwGxNnn54Q1VTTcA","40.0382627","-75.0376145","5.0","4.8",5,"6",22,"22",5,0,0,"1","1",NULL
"8qr1cXhqYGOXFNStgcMvhw","39.9198430936","-75.173402","5.0","4.9",38,"29",204,"192",10,0,0,"2","1","5"
"8QtgPszOI5-4qwizvWi5lA","40.0224225","-75.2090019","4.0",NULL,25,NULL,12,NULL,6,0,0,NULL,"1","1"
"8QY974PXRbLFIcJUqz7gsA","39.9992623","-75.133377","3.5","3.6",117,"100",141,"136",12,1,0,"2","1",NULL
"8uc-V5fIPcsHfLc6wR6aOQ","39.941523","-75.148861","3.0","3.2",61,"59",125,"125",10,1,1,"2","0","1"
"8ueey6KW9crymWsjjFLr8w","40.0792602509","-75.0264387272","3.5","3.8",164,"140",138,"129",9,1,0,"2","1","1"
"8UR3q3wu6UoOHauefSQpHg","39.9445311","-75.1715879","5.0","4.9",29,"24",33,"32",7,0,0,"1","1","1"
"8va8lpVU8aiQtnSbyjVScA","39.9531593","-75.1590984","2.5","2.6",261,"246",370,"349",8,0,0,"2","1","3"
"8VfQxXmbPdn8zvsVpYcBWA","39.949195","-75.173373","4.0","4.1",54,"56",154,"154",8,1,0,"2","0","1"
"8VsGdezAKZh8atZ0tmVskg","39.9207300556","-75.1668711662","4.5","4.5",23,"17",29,"26",6,1,0,"1","1","21"
"8vxNQrL_ONPNXZ1VuMTmCw","39.9513494418","-75.1793946709","4.0","3.9",175,"148",147,"145",15,1,0,"2","1","1"
"8VZd61Jo4WUdacQuRjrZoQ","39.9170069","-75.2365572","3.0","2.8",10,"9",16,"16",5,0,0,"1","1","1"
"8WGx4nyapGrL0p5sKKgPxQ","40.0268363","-75.21633","3.5","3.4",38,"40",17,"17",8,1,0,"1","0","1"
"8wml7Ss5QonxZiBcmSNCxw","39.9345239692","-75.1794014","5.0",NULL,6,NULL,1,NULL,2,0,0,NULL,"1",NULL
"8Wq0LZSuHdPTlleQD5sU_w","39.9535101","-75.1924985","2.5","2.7",116,"117",7,"7",8,1,0,"2","0","1"
"8Wqjjtq9PAK7EulkmjJtDA","39.9504632","-75.1681529","4.0","3.8",32,"32",NULL,NULL,4,1,0,"2","0",NULL
"8wQq1jGlJ4hj691c7WLdQQ","39.921989042","-75.1805423945","3.0","3.3",9,"8",NULL,NULL,3,0,0,"1","0","1"
"8XjxHeV66F4eoIy06rW0pA","39.9503880379","-75.160978619","3.0","3.3",286,"269",273,"258",18,1,1,"2","0","4"
"8xTHtLoNIwdpf0FEvIpQIw","39.9532222415","-75.1594696319","4.0","3.8",284,"236",626,"583",12,1,0,"2","1","15"
"8yGZhBwFFLtOVLY9Do8ohQ","39.9496602","-75.2026672","4.0","3.9",203,"132",259,"193",17,1,1,"2","1","9"
"8yZzf0gdWpSmY6ziyq7hKQ","39.9619035","-75.1543329","4.0","4.2",370,"364",449,"440",14,1,0,"2","0","12"
"8zaercyYIECy4ySW6iIUhw","39.956430412","-75.2069518411","4.0","4.0",78,"72",128,"123",13,1,0,"1","0","2"
"8ZbU_9dTxfbQ_0rTk21Uvg","39.9523399","-75.1715586","3.5","3.5",50,"45",78,"78",9,0,1,"2","0","3"
"8ZhC29t_mepcAQ4OlN15NQ","39.9442178866","-75.1691865921","2.5","2.5",22,"23",25,"25",5,0,0,"2","0",NULL
"8ZN5M6bUQ_KWo8YbxYSVPA","39.9208326","-75.1588256","4.5","4.0",6,"4",18,"17",11,1,0,"1","1","1"
"8ZU1N9vxDsJvyBY0fCi4bw","39.955585","-75.143719","4.0","3.9",33,"34",17,"17",11,1,0,"2","0",NULL
"90LsqLbaoQpz_xNbSQsCFA","40.076366","-75.206754","3.0","3.1",58,"55",1050,"1034",5,1,0,"2","1","4"
"90OqHj6ES9Npo2-ncdxurw","40.0801196","-75.1727528","3.0","2.8",11,"9",10,"10",1,0,0,"1","1",NULL
"90uXOQ0oaEaxiO-wJQkaRA","40.105194","-75.0320455","3.0","3.3",27,"21",9,"6",7,0,0,"2","1",NULL
"91MKqVpXVT6kFWgd1mHYXQ","39.920145","-75.167952","4.0","4.0",11,"9",6,"6",4,1,0,"1","0",NULL
"92dYGs4_P_9j6cKle7E2Yw","39.967481","-75.1398075","3.0",NULL,33,NULL,8,NULL,9,0,0,NULL,"1","2"
"93K-xlLwLnwcFuV2r2MI6Q","39.9425684","-75.1852973","4.0","4.1",162,"142",167,"159",17,1,0,"2","1","2"
"93sFzeimmZU5CFluTazIaw","40.0278198","-75.1327267","3.5","5.0",9,"4",12,"9",4,1,0,"2","1","1"
"96xaSiiL2G9owvfiR3pleA","39.9927008763","-75.0975750457","2.0","2.2",23,"23",15,"13",10,0,0,"1","1",NULL
"97BnuM-u5MwG71m_s9p4Iw","39.9521727155","-75.1555366884","4.0",NULL,6,NULL,7,NULL,0,0,0,NULL,"1","1"
"97SR7RQPL02t5J41UcZ4SQ","40.0956114102","-74.9752556973","2.5","2.8",43,"46",33,"33",10,0,0,"2","1","2"
"981Xj6Sey1CjyP6WQ70lzg","39.9505446","-75.1393768","4.0","4.1",34,"30",89,"84",14,1,0,"1","1","3"
"99e7bysta1myyrQogFEWUQ","39.9477306374","-75.2227761947","4.0","3.8",549,"553",1102,"1080",13,1,1,"2","1","8"
"99JbYCWcjo5J7CKJUDkWpg","40.0648403503","-74.9837319859","1.5",NULL,7,NULL,2,NULL,2,0,0,NULL,"1","1"
"99zoELPcbwRBUqiPoaPqiQ","39.9699772","-75.1639247","5.0",NULL,28,NULL,32,NULL,5,1,0,NULL,"1",NULL
"9A5Gw0At6so0x-vWM0_JZw","39.929015","-75.1517365","4.5","4.5",338,"318",1329,"1315",13,1,0,"1","1","11"
"9AE75wIWF9XiV23NBpHyVA","40.056005","-75.1406056","3.0","4.1",21,"9",9,"8",6,0,0,"1","1","3"
"9ANZAxxwp-UAxqUo3KF9gg","39.9711852","-75.1352505","4.0","4.3",106,"45",66,"31",8,1,0,"4","1","27"
"9AxWt9VSp1yg7dv5D62W5Q","40.0227463566","-75.2144878592","4.0","4.1",103,"106",262,"262",16,1,1,"2","0","3"
"9_B5sCqKBOKDAmYpByiFFg","39.9480133","-75.1693585","3.5","3.2",331,"273",226,"209",12,1,0,"2","1","6"
"9bbwPNPYXqP83reSK-hASg","39.9527615","-75.1991432","3.5","3.6",93,"84",103,"90",5,1,0,"1","0","1"
"9c7MUiE6VI8NesjPdj5FkA","39.9536791","-75.1551081","4.0","4.1",544,"468",1157,"1080",16,1,0,"2","1","39"
"9CGFL0YFDf_O6aaiTmnOZQ","39.9639942","-75.1328364","2.5","2.4",11,"10",28,"28",10,1,0,"2","0",NULL
"9ciFIt5951W-InCyYqs0CQ","39.9397045","-75.1562596","4.0","4.0",140,"142",103,"103",11,1,0,"2","0",NULL
"-9CvbWc-vPYsoioAgZii4Q","39.949801","-75.145145","3.5","3.4",17,"16",23,"23",8,1,1,"2","0",NULL
"9cYRaymW7LV8oJKdtYn8Rw","40.074277","-75.033309","2.5","2.5",18,"11",30,"26",7,0,0,"1","1",NULL
"9D0aKRGsutg8S0ClIanmrA","39.9465577","-75.1805364","4.5","4.6",143,"129",595,"552",6,1,0,"2","1","8"
"9DEHXZfOO1kY_be0nRK-ng","39.874920347","-75.2412520904","2.5","2.6",57,"58",185,"184",5,0,0,"1","1",NULL
"9EkU93HxB6gMAvuvkfVqVA","40.0303618","-75.1799143","2.5","3.0",16,"12",61,"57",5,0,0,"1","1",NULL
"9E-niGRtxsbA0xiTHfsKIw","39.9548441186","-75.2117576078","4.0","4.1",12,"12",12,"9",1,0,0,NULL,"0","2"
"9e_rrzyTolsH1RUXHOvsMA","39.9633982","-75.1411529","3.5","3.4",394,"354",505,"486",11,1,0,"2","1","6"
"9et7QjF10EXw_IBz3jv-ww","39.9663242","-75.1389061","3.5","3.4",8,"9",16,"16",8,1,1,"3","0",NULL
"9EXy-Cq5ZESw31g7hGG6Sw","39.9036177","-75.239064","2.0","2.0",6,"6",4,"4",4,0,0,"2","0",NULL
"9fKBmH9_Wp44it_bDpWSLQ","39.9419732","-75.1448595","3.5","3.5",21,"21",11,"11",7,1,0,"2","1",NULL
"9g7_oSVUYnquy6w3ocZyAA","39.918657","-75.169555","5.0","4.7",17,"12",17,"13",6,0,0,"1","1","3"
"9ggTidLF9LPNdyWdCGtrYg","39.925315","-75.1507189","4.5","4.3",251,"219",250,"235",8,1,0,"1","1","5"
